STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/28/2015 23:52,FM-15,FEW:02 45 SCT:04 160 BKN:07 200,10,,73,22.8,68,19.8,65,18.3,76,7,140,,29.41,,,30.2,0,30.23,88,67,78,7.3,,,,0,13,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/28/2015 23:59,SOD,,,,,,,,,,,,,,,,,,,,88,67,78,7.3,68,65,69,0,13,512,1931,,0,0,0,29.38,30.18,4.9,20,220,15,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 0:52,FM-15,FEW:02 120 SCT:04 160 BKN:07 180,10,,71,21.7,67,19.7,66,18.9,84,3,160,,29.39,8,,30.19,0,30.21,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 1:00,FM-12,,,,71,21.7,68,19.7,66,18.9,84,3,160,,29.43,8,0.02,30.19,,,77,67,72,1.1,,,,0,7,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 1:52,FM-15,FEW:02 95,10,,71,21.7,67,19.4,65,18.3,81,5,150,,29.37,,,30.17,0,30.19,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 2:52,FM-15,FEW:02 180,10,,70,21.1,67,19.2,65,18.3,84,7,140,,29.35,,,30.15,0,30.17,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 3:52,FM-15,CLR:00,10,,69,20.6,66,18.7,64,17.8,84,7,150,,29.36,5,,30.16,0,30.18,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 4:00,FM-12,,,,69,20.6,66,18.7,64,17.8,84,7,150,,29.4,5,0.03,30.16,,,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 4:52,FM-15,BKN:07 250,10,,68,20,65,18.1,63,17.2,84,7,150,,29.38,,,30.18,0,30.2,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 5:52,FM-15,FEW:02 27 SCT:04 70 OVC:08 250,10,,68,20,65,18.1,63,17.2,84,3,160,,29.39,,,30.2,0,30.22,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 6:52,FM-15,SCT:04 75 OVC:08 250,10,,70,21.1,65,18.5,63,17.2,79,3,180,,29.42,3,,30.23,0,30.25,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 7:00,FM-12,74,,,70,21.1,65,18.6,63,17.2,79,3,180,,29.47,3,-0.06,30.23,,,88,67,78,7.1,,,,0,13,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 7:52,FM-15,FEW:02 30 BKN:07 70 OVC:08 250,10,,72,22.2,66,19,63,17.2,73,5,250,,29.44,,,30.25,0,30.27,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 8:52,FM-15,FEW:02 35 OVC:08 85,10,,74,23.3,68,19.8,64,17.8,71,5,250,,29.45,,,30.25,0,30.28,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 9:52,FM-15,OVC:08 40,10,,76,24.4,68,20.1,63,17.2,64,5,220,,29.45,1,,30.25,0,30.28,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 10:00,FM-12,41,,,76,24.4,68,20.1,63,17.2,64,5,220,,29.5,1,-0.02,30.25,,,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 10:52,FM-15,BKN:07 42,10,,78,25.6,70,20.9,64,17.8,62,5,300,,29.44,,,30.25,0,30.27,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 11:52,FM-15,BKN:07 33 BKN:07 43,10,,81,27.2,71,21.8,63,17.2,54,0,0,,29.44,,,30.23,0,30.26,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 12:52,FM-15,SCT:04 38 BKN:07 48 BKN:07 60,10,,83,28.3,72,22.4,62,16.7,49,6,170,,29.42,8,,30.22,0,30.24,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 13:00,FM-12,41,,,83,28.3,72,22.4,62,16.7,49,6,170,,29.46,8,0.03,30.22,,,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 13:52,FM-15,SCT:04 40 BKN:07 250,10,,86,30,75,23.7,62,16.7,45,10,210,,29.41,,,30.2,0,30.23,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 14:52,FM-15,SCT:04 44 BKN:07 250,10,,86,30,75,23.7,61,16.1,43,6,180,,29.38,,,30.17,0,30.2,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 15:52,FM-15,SCT:04 46 BKN:07 250,10,,86,30,75,23.7,60,15.6,42,5,180,,29.35,8,,30.14,0,30.17,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 16:00,FM-12,41,,,86,30,75,23.7,60,15.6,42,5,180,,29.39,8,0.07,30.14,,,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 16:52,FM-15,FEW:02 48 SCT:04 250,10,,84,28.9,73,22.7,58,14.4,41,7,190,,29.34,,,30.14,0,30.16,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 17:52,FM-15,FEW:02 50 SCT:04 250,10,,85,29.4,74,23.3,55,12.8,36,9,140,,29.33,,,30.13,0,30.15,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 18:52,FM-15,FEW:02 55 SCT:04 250,10,,82,27.8,71,21.7,58,14.4,44,7,180,,29.34,5,,30.14,0,30.16,,,,,,,,,,512,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 19:00,FM-12,57,,,82,27.8,71,21.7,58,14.4,44,7,180,,29.39,5,0.01,30.14,,,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 19:52,FM-15,FEW:02 55 SCT:04 250,10,,79,26.1,69,20.4,58,14.4,49,7,170,,29.35,,,30.14,0,30.17,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 20:52,FM-15,FEW:02 55 SCT:04 250,10,,79,26.1,69,20.4,57,13.9,47,8,120,,29.36,,,30.16,0,30.18,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 21:52,FM-15,FEW:02 60 SCT:04 250,10,,78,25.6,68,19.8,54,12.2,43,8,150,,29.37,3,,30.17,0,30.19,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 22:00,FM-12,57,,,78,25.6,68,19.8,54,12.2,43,8,150,,29.42,3,-0.04,30.17,,,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 22:52,FM-15,FEW:02 70 SCT:04 250,10,,72,22.2,64,17.9,58,14.4,61,7,180,,29.38,,,30.17,0,30.2,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 23:52,FM-15,SCT:04 70 SCT:04 250,10,,70,21.1,64,17.7,60,15.6,71,0,0,,29.38,,,30.17,0,30.2,88,67,78,7.1,,,,0,13,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/29/2015 23:59,SOD,,,,,,,,,,,,,,,,,,,,88,67,78,7.1,60,61,67,0,13,511,1932,,0,0,0,29.39,30.18,5.6,17,120,14,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 0:52,FM-15,FEW:02 70 SCT:04 250,10,,68,20,63,17.2,60,15.6,76,3,180,,29.37,8,,30.16,0,30.19,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 1:00,FM-12,74,,,68,20,63,17.2,60,15.6,76,3,180,,29.42,8,0.01,30.16,,,82,67,74,2.8,,,,0,9,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 1:52,FM-15,FEW:02 250,10,,68,20,63,17.5,61,16.1,78,5,160,,29.37,,,30.16,0,30.19,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 2:52,FM-15,FEW:02 14 OVC:08 65,10,,68,20,64,17.8,62,16.7,81,0,0,,29.36,,,30.16,0,30.18,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 3:52,FM-15,FEW:02 65,10,,67,19.4,63,17.3,61,16.1,81,0,0,,29.37,3,,30.16,0,30.19,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 4:00,FM-12,57,,,67,19.4,63,17.3,61,16.1,81,0,0,,29.42,3,0,30.16,,,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 4:52,FM-15,FEW:02 65,10,,66,18.9,63,17,61,16.1,84,0,0,,29.38,,,30.18,0,30.2,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 5:52,FM-15,FEW:02 65 SCT:04 250,10,,67,19.4,64,17.6,62,16.7,84,0,0,,29.39,,,30.2,0,30.22,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 6:52,FM-15,FEW:02 65 SCT:04 250,10,,71,21.7,66,19.1,64,17.8,79,0,0,,29.41,1,,30.2,0,30.23,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 7:00,FM-12,57,,,71,21.7,66,19.1,64,17.8,79,0,0,,29.45,1,-0.04,30.2,,,88,65,76,4.8,,,,0,11,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 7:52,FM-15,FEW:02 60 SCT:04 250,10,,74,23.3,68,19.8,64,17.8,71,3,230,,29.42,,,30.21,0,30.24,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 8:52,FM-15,SCT:04 30 BKN:07 250,10,,77,25,69,20.4,63,17.2,62,0,0,,29.41,,,30.21,0,30.23,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 9:52,FM-15,BKN:07 30 BKN:07 250,10,,79,26.1,69,20.6,60,15.6,52,7,160,,29.41,1,,30.21,0,30.23,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 10:00,FM-12,26,,,79,26.1,69,20.6,60,15.6,52,7,160,,29.45,1,0,30.21,,,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 10:52,FM-15,BKN:07 35 BKN:07 250,10,,82,27.8,72,22,62,16.7,51,5,VRB,,29.39,,,30.2,0,30.22,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 11:52,FM-15,BKN:07 45 BKN:07 250,10,,83,28.3,72,22.3,60,15.6,46,8,VRB,,29.39,,,30.19,0,30.21,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 12:52,FM-15,BKN:07 45 BKN:07 250,10,,85,29.4,74,23.2,58,14.4,40,3,VRB,,29.36,8,,30.16,0,30.18,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 13:00,FM-12,41,,,85,29.4,74,23.2,58,14.4,40,3,,,29.4,8,0.05,30.16,,,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 13:52,FM-15,BKN:07 50 OVC:08 250,10,,86,30,75,23.7,57,13.9,37,5,150,,29.34,,,30.14,0,30.16,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 14:52,FM-15,SCT:04 60 BKN:07 250,10,,86,30,75,23.7,58,14.4,39,10,130,18,29.32,,,30.12,0,30.14,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 15:52,FM-15,SCT:04 60 BKN:07 100 BKN:07 250,10,,85,29.4,74,23.2,58,14.4,40,8,VRB,,29.3,6,,30.1,0,30.12,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 16:00,FM-12,57,,,85,29.4,74,23.2,58,14.4,40,8,130,,29.34,6,0.06,30.1,,,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 16:52,FM-15,SCT:04 60 BKN:07 250,10,,86,30,75,23.7,58,14.4,39,9,180,,29.28,,,30.08,0,30.1,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 17:52,FM-15,SCT:04 60 BKN:07 250,10,,84,28.9,73,22.7,57,13.9,40,8,190,,29.27,,,30.07,0,30.09,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 18:52,FM-15,SCT:04 60 BKN:07 250,10,,81,27.2,70,21.4,59,15,47,6,190,,29.28,5,,30.07,0,30.1,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 19:00,FM-12,57,,,81,27.2,70,21.4,59,15,47,6,190,,29.33,5,0.02,30.07,,,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 19:52,FM-15,FEW:02 60 SCT:04 80 SCT:04 250,10,,78,25.6,68,20.3,60,15.6,54,6,200,,29.27,,,30.06,0,30.09,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,5/30/2015 20:52,FM-15,BKN:07 65,10,,75,23.9,67,19.6,62,16.7,64,0,0,,29.27,,,30.07,0,30.09,,,,,,,,,,511,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
